brewery_type,city,state,country,is_micro
micro,Littleton,New Hampshire,United States,1
micro,Redding,California,United States,1
micro,Rowville,VIC,Australia,1
brewpub,Cortez,Colorado,United States,0
brewpub,Victor,Idaho,United States,0
brewpub,Griffith,Indiana,United States,0
micro,Preston,VIC,Australia,1
micro,Stevensville,Montana,United States,1
micro,Greeley,Colorado,United States,1
micro,Shorewood,Illinois,United States,1
nano,South Bend,Washington,United States,0
planning,Holton,Kansas,United States,0
closed,Saint Louis,Missouri,United States,0
micro,Saint Peters,NSW,Australia,1
brewpub,Willimantic,Connecticut,United States,0
brewpub,Willoughby,Ohio,United States,0
micro,Syracuse,New York,United States,1
micro,Tulsa,Oklahoma,United States,1
planning,Wilmington,Delaware,United States,0
micro,Wilmington,North Carolina,United States,1
micro,Albany,WA,Australia,1
brewpub,Oscoda,Michigan,United States,0
brewpub,Wimberley,Texas,United States,0
nano,Wimitz,K�rnten,Austria,0
micro,Winchester,Virginia,United States,1
brewpub,Pinedale,Wyoming,United States,0
micro,Blue Springs,Missouri,United States,1
micro,Dyer,Indiana,United States,1
micro,Strykersville,New York,United States,1
bar,Singapore,Singapore,Singapore,0
bar,Singapore,Singapore,Singapore,0
closed,Tacoma,Washington,United States,0
contract,Saratoga Springs,New York,United States,0
brewpub,Somerville,Massachusetts,United States,0
micro,Los Angeles,California,United States,1
regional,Verona,Wisconsin,United States,0
brewpub,Wisconsin Dells,Wisconsin,United States,0
micro,Winston-Salem,North Carolina,United States,1
micro,Memphis,Tennessee,United States,1
micro,Lena,Illinois,United States,1
micro,Philadelphia,Pennsylvania,United States,1
micro,Denver,Colorado,United States,1
micro,South Lyon,Michigan,United States,1
micro,Southington,Connecticut,United States,1
planning,Williams,Oregon,United States,0
micro,Pendleton,Oregon,United States,1
micro,Yamba,NSW,Australia,1
micro,Eustis,Florida,United States,1
planning,Harrisburg,Pennsylvania,United States,0
micro,Valencia,California,United States,1
micro,Abingdon,Virginia,United States,1
micro,Schenectady,New York,United States,1
micro,Mordialloc,VIC,Australia,1
micro,Mordialloc,VIC,Australia,1
micro,Newport,Oregon,United States,1
micro,Columbus,Ohio,United States,1
micro,Cottonwood,Idaho,United States,1
brewpub,Ann Arbor,Michigan,United States,0
micro,Newberg,Oregon,United States,1
micro,Broomfield,Colorado,United States,1
planning,Aurora,Illinois,United States,0
brewpub,Clayton,New York,United States,0
brewpub,Hilton,New York,United States,0
micro,Dublin,Dublin,Ireland,1
micro,Lovingston,Virginia,United States,1
planning,Manassas,Virginia,United States,0
brewpub,Woodbury,Connecticut,United States,0
brewpub,Wilson,New York,United States,0
micro,Rockwall,Texas,United States,1
micro,Collingwood,VIC,Australia,1
micro,Greenfield,Indiana,United States,1
micro,Newport,Kentucky,United States,1
brewpub,Edina,Minnesota,United States,0
brewpub,Brookings,South Dakota,United States,0
micro,Charlotte,North Carolina,United States,1
planning,Charlotte,North Carolina,United States,0
contract,Buffalo,New York,United States,0
micro,Hilton Head Island,South Carolina,United States,1
brewpub,Sebastopol,California,United States,0
micro,Sioux Falls,South Dakota,United States,1
planning,Santa Cruz,California,United States,0
micro,Boise,Idaho,United States,1
micro,Utica,New York,United States,1
micro,Kittery,Maine,United States,1
planning,Rapid City,South Dakota,United States,0
closed,Bristol,New Hampshire,United States,0
brewpub,Oakland,California,United States,0
brewpub,Oakland,California,United States,0
micro,Denver,Colorado,United States,1
planning,Yarrow Point,Washington,United States,0
brewpub,San Francisco,California,United States,0
micro,Manchester,New Hampshire,United States,1
brewpub,Cape Town,Western Cape,South Africa,0
brewpub,Woodstock,Virginia,United States,0
micro,Phoenicia,New York,United States,1
micro,North Woodstock,New Hampshire,United States,1
brewpub,Ferndale,Michigan,United States,0
micro,Dunedin,Florida,United States,1
brewpub,Redding,California,United States,0
micro,Woolgoolga,NSW,Australia,1
micro,Murtho,SA,Australia,1
micro,Mount Gambier,SA,Australia,1
micro,Fresno,Ohio,United States,1
brewpub,Sanford,Florida,United States,0
micro,Cleveland,Ohio,United States,1
micro,Madison,Wisconsin,United States,1
closed,Livermore,California,United States,0
brewpub,Traverse City,Michigan,United States,0
planning,Grand Lake,Colorado,United States,0
micro,Worcester,Massachusetts,United States,1
brewpub,Warrenton,Virginia,United States,0
brewpub,Northwood,Iowa,United States,0
micro,Bend,Oregon,United States,1
micro,Phoenix,Arizona,United States,1
brewpub,Wilmington,North Carolina,United States,0
micro,Baldwinsville,New York,United States,1
brewpub,Dallastown,Pennsylvania,United States,0
brewpub,Denver,Colorado,United States,0
micro,Miami,Florida,United States,1
brewpub,Powell,Wyoming,United States,0
micro,Cody,Wyoming,United States,1
closed,Cody,Wyoming,United States,0
brewpub,Colmeias,Leiria,Portugal,0
brewpub,Salem,Oregon,United States,0
closed,Gardena,California,United States,0
micro,Zanesville,Ohio,United States,1
brewpub,Yachats,Oregon,United States,0
micro,Yakima,Washington,United States,1
micro,Yakima,Washington,United States,1
micro,Water Valley,Mississippi,United States,1
micro,Hayden,Colorado,United States,1
micro,Lawrence,Kansas,United States,1
micro,Morisset,NSW,Australia,1
brewpub,Gardiner,New York,United States,0
regional,Philadelphia,Pennsylvania,United States,0
planning,Waco,Texas,United States,0
regional,Nashville,Tennessee,United States,0
brewpub,Navarre,Florida,United States,0
micro,Yarraville,VIC,Australia,1
micro,Keilor Park,VIC,Australia,1
micro,Johnson City,Tennessee,United States,1
micro,Delmont,Pennsylvania,United States,1
micro,Brooklyn Park,SA,Australia,1
micro,Yellow Springs,Ohio,United States,1
micro,Rutherfordton,North Carolina,United States,1
micro,Wexford,Wexford,Ireland,1
micro,Huntsville,Alabama,United States,1
micro,Billings,Montana,United States,1
large,Yenda,NSW,Australia,0
micro,Hidden Valley,QLD,Australia,1
micro,Emmaus,Pennsylvania,United States,1
micro,Westbrook,Maine,United States,1
brewpub,Santa Rosa,California,United States,0
brewpub,Greeley,Colorado,United States,0
micro,Mount Edgecombe,KwaZulu-Natal,South Africa,1
micro,West Sacramento,California,United States,1
micro,Yonkers,New York,United States,1
planning,York,Maine,United States,0
micro,Belmont,North Carolina,United States,1
brewpub,Mansfield,Pennsylvania,United States,0
micro,Torrance,California,United States,1
closed,Spokane,Washington,United States,0
micro,Marcoola,QLD,Australia,1
micro,Newtown,NSW,Australia,1
micro,Newtown,NSW,Australia,1
micro,Newtown,NSW,Australia,1
micro,Canandaigua,New York,United States,1
micro,Virginia Beach,Virginia,United States,1
planning,Wexford,Pennsylvania,United States,0
micro,Warana,QLD,Australia,1
micro,Warana,QLD,Australia,1
micro,Alexandria,NSW,Australia,1
micro,Columbus,Ohio,United States,1
contract,Green Bay,Wisconsin,United States,0
micro,Weaverville,North Carolina,United States,1
micro,Marlton,New Jersey,United States,1
contract,Medfield,Massachusetts,United States,0
micro,Denver,Colorado,United States,1
proprietor,Zephyrhills,Florida,United States,0
micro,Burlington,Vermont,United States,1
brewpub,Burlington,Vermont,United States,0
brewpub,San Angelo,Texas,United States,0
brewpub,Harrisburg,Pennsylvania,United States,0
brewpub,Jacksonville Beach,Florida,United States,0
micro,Clarence,NSW,Australia,1
micro,Clarence,NSW,Australia,1
micro,Austin,Texas,United States,1
proprietor,Woodfin,North Carolina,United States,0
brewpub,Springdale,Utah,United States,0
large,Zipf,Oberösterreich,Austria,0
micro,Lincoln,Nebraska,United States,1
brewpub,Portland,Oregon,United States,0
micro,Clovis,California,United States,1
micro,Michigan City,Indiana,United States,1
micro,Marseille,Bouche du Rhône,France,1
brewpub,Eshowe,KwaZulu-Natal,South Africa,0
micro,Waukegan,Illinois,United States,1
micro,Denver,Colorado,United States,1
micro,Haenertsburg,Limpopo,South Africa,1
brewpub,Columbus,Indiana,United States,0
micro,Fort Collins,Colorado,United States,1
brewpub,Tampa,Florida,United States,0
micro,Littleton,Colorado,United States,1
micro,Rapid City,South Dakota,United States,1
micro,Torrance,California,United States,1
brewpub,Mungyeong-si,Gyeongsangbukdo,South Korea,0
micro,Gangseo-gu,Busan,South Korea,1
brewpub,Chuncheon-si,Gangwondo,South Korea,0
brewpub,Gangneung-si,Gangwondo,South Korea,0
brewpub,Suyeong-gu,Busan,South Korea,0
brewpub,Seogwipo-si,Jejudo,South Korea,0
brewpub,Guri-si,Gyeonggido,South Korea,0
brewpub,Jung-gu,Seoul,South Korea,0
brewpub,Jeonju-si,Jeollabukdo,South Korea,0
brewpub,Jung-gu,Deagu,South Korea,0
brewpub,Seo-gu,Daejeon,South Korea,0
brewpub,Dongducheon-si,Gyeonggido,South Korea,0
brewpub,Changwon-si,Gyeongsangnamdo,South Korea,0
brewpub,Tongyeong-si,Gyeongsangnamdo,South Korea,0
brewpub,Yongin-si,Gyeonggido,South Korea,0
brewpub,Jeju-si,Jejudo,South Korea,0
brewpub,Mapo-gu,Seoul,South Korea,0
micro,Namyangju-si,Gyeonggido,South Korea,1
micro,Gongju-si,Chungcheongnamdo,South Korea,1
brewpub,Gangneung-si,Gangwondo,South Korea,0
brewpub,Gijang-eup,Busan,South Korea,0
brewpub,Seodaemun-gu,Seoul,South Korea,0
brewpub,Chungju-si,Chungcheongbukdo,South Korea,0
brewpub,Gwangsan-gu,Gwangju,South Korea,0
brewpub,Yeongdeungpo-gu,Seoul,South Korea,0
brewpub,Mapo-gu,Seoul,South Korea,0
brewpub,Jongno-gu,Seoul,South Korea,0
brewpub,Dangjin-si,Chungcheongnamdo,South Korea,0
brewpub,Suncheon-si,Jeollanamdo,South Korea,0
brewpub,Chuncheon-si,Gangwondo,South Korea,0
brewpub,Jeongseon-gun,Gangwondo,South Korea,0
brewpub,Gwangjin-gu,Seoul,South Korea,0
brewpub,Yongsan-gu,Seoul,South Korea,0
brewpub,Andong-si,Gyeongsangbukdo,South Korea,0
micro,Andong-si,Gyeongsangbukdo,South Korea,1
brewpub,Seongdong-gu,Seoul,South Korea,0
brewpub,Mapo-gu,Seoul,South Korea,0
brewpub,Namyangju-si,Gyeonggido,South Korea,0
brewpub,Yeonsu-gu,Incheon,South Korea,0
brewpub,Haeundae-gu,Busan,South Korea,0
brewpub,Namhae-gun,Gyeongsangnamdo,South Korea,0
brewpub,Jung-gu,Incheon,South Korea,0
brewpub,Seogwipo-si,Jejudo,South Korea,0
micro,Seosan-si,Chungcheongnamdo,South Korea,1
brewpub,Songpa-gu,Seoul,South Korea,0
brewpub,Geumjeong-gu,Busan,South Korea,0
brewpub,Gapyeong-gun,Gyeonggido,South Korea,0
brewpub,Seocho-gu,Seoul,South Korea,0
brewpub,Busanjin-gu,Busan,South Korea,0
brewpub,Haeundae-gu,Busan,South Korea,0
brewpub,Jeonju-si,Jeollabukdo,South Korea,0
brewpub,Suwon-si,Gyeonggido,South Korea,0
brewpub,Suyeong-gu,Busan,South Korea,0
brewpub,Goyang-si,Gyeonggido,South Korea,0
brewpub,Yongsan-gu,Seoul,South Korea,0
brewpub,Dongnae-gu,Busan,South Korea,0
brewpub,Seongnam-si,Gyeonggido,South Korea,0
brewpub,Pyeongchang-gun,Gangwondo,South Korea,0
brewpub,Gqeberha,Eastern Cape,South Africa,0
regional,Portland,Oregon,United States,0
brewpub,Bozeman,Montana,United States,0
micro,New Orleans,Louisiana,United States,1
micro,Pasadena,Texas,United States,1
micro,Bright,VIC,Australia,1
micro,North Adams,Massachusetts,United States,1
micro,Fayetteville,North Carolina,United States,1
contract,Mebane,North Carolina,United States,0
planning,New Port Richey,Florida,United States,0
micro,Brighton,East Sussex,England,1
brewpub,Willoughby,Ohio,United States,0
micro,Spencerport,New York,United States,1
micro,Cincinnati,Ohio,United States,1
micro,Vineland,New Jersey,United States,1
micro,Sioux City,Iowa,United States,1
micro,Woolloongabba,QLD,Australia,1
micro,Colorado Springs,Colorado,United States,1
micro,Bristol,Virginia,United States,1
brewpub,Kalamazoo,Michigan,United States,0
micro,Chico,California,United States,1
micro,Little Ferry,New Jersey,United States,1
micro,Surry Hills,NSW,Australia,1
brewpub,Rochester,Pennsylvania,United States,0
large,Berlin,Berlin,Germany,0
large,Berlin,Berlin,Germany,0
micro,Suffield,Connecticut,United States,1
planning,South Glastonbury,Connecticut,United States,0
brewpub,Indianapolis,Indiana,United States,0
brewpub,Columbia,Missouri,United States,0
micro,Chelsea,Vermont,United States,1
nano,Valley City,North Dakota,United States,0
micro,Richmond,VIC,Australia,1
micro,Broken Arrow,Oklahoma,United States,1
micro,Milwaukee,Wisconsin,United States,1
micro,Brookvale,NSW,Australia,1
micro,Tuckahoe,New York,United States,1
micro,Saint Charles,Illinois,United States,1
micro,Orlando,Florida,United States,1
micro,West Reading,Pennsylvania,United States,1
micro,Minneapolis,Minnesota,United States,1
planning,Lake Worth,Florida,United States,0
micro,Breckenridge,Colorado,United States,1
planning,Baltimore,Maryland,United States,0
brewpub,Bristol,Pennsylvania,United States,0
micro,McCall,Idaho,United States,1
micro,Greeley,Colorado,United States,1
brewpub,Port Austin,Michigan,United States,0
brewpub,Bethel,Connecticut,United States,0
brewpub,Anchorage,Alaska,United States,0
micro,Albuquerque,New Mexico,United States,1
brewpub,Marksville,Louisiana,United States,0
micro,West Lafayette,Indiana,United States,1
taproom,Billinghurst,West Sussex,England,0
micro,Naches,Washington,United States,1
brewpub,Poplar Bluff,Missouri,United States,0
micro,Mildura,VIC,Australia,1
micro,Brookeville,Maryland,United States,1
regional,Brooklyn,New York,United States,0
micro,Shelby Charter Township,Michigan,United States,1
micro,Wilmington,North Carolina,United States,1
micro,Vancouver,Washington,United States,1
micro,Vancouver,Washington,United States,1
micro,Harrisonburg,Virginia,United States,1
micro,Shamong,New Jersey,United States,1
micro,Waco,Texas,United States,1
micro,Maleny,QLD,Australia,1
micro,Broulee,NSW,Australia,1
brewpub,Asheville,North Carolina,United States,0
nano,Woodinville,Washington,United States,0
micro,San Pedro,California,United States,1
brewpub,Kąty Wrocławskie,dolnośląskie,Poland,0
micro,Trzebnica,dolnośląskie,Poland,1
micro,Wleń,dolnośląskie,Poland,1
micro,Duszniki-Zdrój,dolnośląskie,Poland,1
micro,Jedlina-Zdrój,dolnośląskie,Poland,1
micro,Kamienica,dolnośląskie,Poland,1
micro,Żarów,dolnośląskie,Poland,1
regional,Lwówek Śląski,dolnośląskie,Poland,0
brewpub,Szklarska Poręba,dolnośląskie,Poland,0
micro,Miedzianka,dolnośląskie,Poland,1
micro,Milicz,dolnośląskie,Poland,1
regional,Wrocław,dolnośląskie,Poland,0
brewpub,Wrocław,dolnośląskie,Poland,0
micro,Nowe Rochowice,dolnośląskie,Poland,1
brewpub,Karpacz,dolnośląskie,Poland,0
regional,Wrocław,dolnośląskie,Poland,0
micro,Świdnica ,dolnośląskie,Poland,1
micro,Niechlów,dolnośląskie,Poland,1
micro,Chrząstawa Mała,dolnośląskie,Poland,1
micro,Bielawa,dolnośląskie,Poland,1
micro,Sobótka,dolnośląskie,Poland,1
micro,Oborniki Śląskie,dolnośląskie,Poland,1
micro,Sulistrowiczki,dolnośląskie,Poland,1
brewpub,Wrocław,dolnośląskie,Poland,0
micro,Sobótka-Górka,dolnośląskie,Poland,1
brewpub,Washington,Michigan,United States,0
micro,High Point,North Carolina,United States,1
brewpub,North Hoosick,New York,United States,0
brewpub,Troy,New York,United States,0
micro,Trim,Meath,Ireland,1
brewpub,Boulder,Colorado,United States,0
planning,Sylvania,Ohio,United States,0
